"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"RT @tihosay: <ed><U+00A0><U+00BD><ed><U+00BA><U+0080> Starts in 4 days.. Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Register now: https://t.co/gS31OE4gss

#ti…";FALSE;0;NA;2018-04-10 13:04:05;FALSE;NA;"983692091845849089";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"arun_nishad";54;TRUE;FALSE;NA;NA
"RT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #Hubtrex <ed><U+00A0><U+00BD><ed><U+00B3><U+00A2>

#Hubtrex New Exchange is doing…";FALSE;0;NA;2018-04-10 13:04:05;FALSE;NA;"983692091531423744";NA;"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M2)</a>";"RandolphMlny";11;TRUE;FALSE;NA;NA
"In the team of the company I work specialists of the highest level, this is a significant factor for success… https://t.co/RP05kFjR8k";FALSE;0;NA;2018-04-10 13:04:04;TRUE;NA;"983692086695247872";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"dinukilakshika";0;FALSE;FALSE;NA;NA
"RT @SocialWalletInc: Retailers are beginning to accept bitcoin and other forms of crypto-payments at accelerating rates. More and more are…";FALSE;0;NA;2018-04-10 13:04:04;FALSE;NA;"983692086271791106";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"policeoo";1066;TRUE;FALSE;NA;NA
"How blockchain is threatening to kill the traditional utility https://t.co/dDN5JBCx34 https://t.co/rlWs95Qj5X";FALSE;1;NA;2018-04-10 13:04:04;FALSE;NA;"983692085890109442";NA;"<a href=\"http://www.socialflow.com\" rel=\"nofollow\">SocialFlow</a>";"crypto";1;FALSE;FALSE;NA;NA
"RT @AnttiSaarnio: Buy ETH - why? Because Zippie will bring blockchain to the masses helping ETH to scale #Zippie";FALSE;0;NA;2018-04-10 13:04:03;FALSE;NA;"983692083637743618";NA;"<a href=\"https://rocketgraph.com\" rel=\"nofollow\">roguekingapp3</a>";"manucoreCONNECT";1;TRUE;FALSE;NA;NA
"RT @bethereumteam: We've been listed on @BestCoinslist! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
Click the link and upvote our project in the Top right corner: https://t.co/bhXlS…";FALSE;0;NA;2018-04-10 13:04:02;FALSE;NA;"983692081414553600";NA;"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"irfansnald";2072;TRUE;FALSE;NA;NA
"RT @SocialWalletInc: There are now more than 6,000,000 individual wallets. #btc #bitcoin #ltc #litecoin #eth #ethereum #blockchain #blockch…";FALSE;0;NA;2018-04-10 13:04:02;FALSE;NA;"983692080143831041";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"policeoo";602;TRUE;FALSE;NA;NA
"RT @bethereumteam: Video from the #TEDTalk will be available on their website soon! <ed><U+00A0><U+00BC><ed><U+00BE><U+0099><U+FE0F>
#Bethereum is educating people about the benefits of…";FALSE;0;NA;2018-04-10 13:04:02;FALSE;NA;"983692078260654080";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"DanielleCrisos6";2623;TRUE;FALSE;NA;NA
"RT @Blockchainlife: Dubai is planning to remove middlemen like lawyers, accountants, bankers, immigration officers &amp; govt. officials by yea…";FALSE;0;NA;2018-04-10 13:04:02;FALSE;NA;"983692078097031168";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"piggy135764";238;TRUE;FALSE;NA;NA
"RT @rateico: FASCISM!!! Shame for @LinkedIn RT @LinkedInB2B @LinkedInEditors Hitler would be proud of you, blocked blockchain network 21,00…";FALSE;0;NA;2018-04-10 13:04:02;FALSE;NA;"983692077300142080";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"cassell1983";196;TRUE;FALSE;NA;NA
"RT @SocialWalletInc: @SocialWalletInc is proud to announce its #partnership with @showhandio. Showhand will now be listed on the Social Wal…";FALSE;0;NA;2018-04-10 13:04:01;FALSE;NA;"983692073411936256";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"policeoo";1492;TRUE;FALSE;NA;NA
"RT @jointventuresio: Joint Ventures is building blockchain applications for online publishers. 

Join the token sale and become a part of o…";FALSE;0;NA;2018-04-10 13:04:00;FALSE;NA;"983692069939036161";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"wheelchairsturd";119;TRUE;FALSE;NA;NA
"RT @PlazaSystems: Summary of \"Why the MerchantChain™ will be the go-to blockchain for business, trade, commerce\": It's a fast, stable, sust…";FALSE;0;NA;2018-04-10 13:03:59;FALSE;NA;"983692068026535937";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Vitaliy_Suroviy";223;TRUE;FALSE;NA;NA
"RT @SocialWalletInc: The first transfer Bitcoin transaction took place on January 21, 2009. Has it really almost been a decade? #btc #bitco…";FALSE;0;NA;2018-04-10 13:03:59;FALSE;NA;"983692066696957952";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"policeoo";1045;TRUE;FALSE;NA;NA
"The @RedPillCoin project is magnificent! It is really unique and very perspective blockchain the project!  #ico #redpillcoin #rpil #eth";FALSE;0;NA;2018-04-10 13:03:59;FALSE;NA;"983692065102938112";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"iway_mark";0;FALSE;FALSE;NA;NA
"RT @bethereumteam: Did you see our updated Website?
https://t.co/VupC9N9Dcm is now available in 9 different languages! <ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B0><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AF><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00A9><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1>
#…";FALSE;0;NA;2018-04-10 13:03:58;FALSE;NA;"983692063333142528";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"DanielleCrisos6";2620;TRUE;FALSE;NA;NA
"RT @LBXSocial: #Bitcoin is now at a major intersection between #bearish and #bullish scenarios.

Make sure you read today's market report t…";FALSE;0;NA;2018-04-10 13:03:58;FALSE;NA;"983692063169499136";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"levans092";2;TRUE;FALSE;NA;NA
"RT @BioTickerInc: Five major US health companies have launched a pilot scheme assessing whether #blockchain technology could improve #data…";FALSE;0;NA;2018-04-10 13:03:57;FALSE;NA;"983692058576617474";NA;"<a href=\"https://nobism.com/\" rel=\"nofollow\">nobism</a>";"nobismhealth";1;TRUE;FALSE;NA;NA
"RT @Merculet_io: Our CEO Ivan Jiang had a cool conversation with Tim Draper TODAY at Draper University ( Draper University of Heroes )<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>! L…";FALSE;0;NA;2018-04-10 13:03:57;FALSE;NA;"983692057637212160";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"milkgastropub";495;TRUE;FALSE;NA;NA
"An excellent project is a very strong team, the realization at the height immediately feels the professionalism of… https://t.co/SOiT0IKSlM";FALSE;0;NA;2018-04-10 13:03:56;TRUE;NA;"983692053296054272";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"SuperVitalie";0;FALSE;FALSE;NA;NA
"RT @alvinfoo: #Blockchain can be used to trade power between consumers without a #utility company / #fintech #finserv #crypto #ico / @MHies…";FALSE;0;NA;2018-04-10 13:03:55;FALSE;NA;"983692051790344192";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"TecKinect";38;TRUE;FALSE;NA;NA
"RT @bethereumteam: We've held our first local #Bethereum meet-up in Slovakia! 
#Blockchain enthusiasts from @BlockchainSK joined the conver…";FALSE;0;NA;2018-04-10 13:03:55;FALSE;NA;"983692050498506752";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"DanielleCrisos6";2628;TRUE;FALSE;NA;NA
"RT @Goldiam_ico: JOIN US AS WE PLACE GOLD AND DIAMOND ON THE BLOCKCHAIN.
FANTASTIC BONUSES ON OFFER EACH WEEK
RUNNING FROM 09/04/2018 TO 18…";FALSE;0;NA;2018-04-10 13:03:54;FALSE;NA;"983692046954266624";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"motionfantastic";516;TRUE;FALSE;NA;NA
"RT @velixID: Big announcement!
@velixID has got into strategic partnership with #WandX towards the common cause of improving consumer servi…";FALSE;0;NA;2018-04-10 13:03:54;FALSE;NA;"983692046610452480";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"dsouzac72";285;TRUE;FALSE;NA;NA
"RT @PACcoinCZAR: Good news, $PAC to be listed on top 15 exchange!!

#blockchain #news #crypto
 https://t.co/fMlA3KqNC4";FALSE;0;NA;2018-04-10 13:03:54;FALSE;NA;"983692044957696000";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Tassoulakis";6;TRUE;FALSE;NA;NA
"#airdrop #bounty #BTC #xrp #freetoken #Crypto #ETH #NEO6 #Blockchain #ripple #trx #tron #trx #binanc #SCTokenhttps:… https://t.co/aAqRfBgNgt";FALSE;0;NA;2018-04-10 13:03:54;TRUE;NA;"983692044781735936";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"freedomchidijoe";0;FALSE;FALSE;NA;NA
"RT @murthaburke: Your source for any light fixture, floor lamp or chandelier, Capitol Lighting's https://t.co/c1uaYdfK7L has the widest sel…";FALSE;0;NA;2018-04-10 13:03:54;FALSE;NA;"983692044085456896";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"ladonna8608jf";735;TRUE;FALSE;NA;NA
"RT @coindesk: JUST IN: 'Big Four' Firm Deloitte Appoints New Head of Blockchain Services https://t.co/gwnHMFCshi https://t.co/p1mYqI0yrv";FALSE;0;NA;2018-04-10 13:03:54;FALSE;NA;"983692043942690817";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"AlexMercer327";7;TRUE;FALSE;NA;NA
"RT @BitImage_io: The next-generation media marketplace is just around the corner - the era of #BitImage has already begun! Are you ready fo…";FALSE;0;NA;2018-04-10 13:03:54;FALSE;NA;"983692043787661312";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Vitaliy_Suroviy";90;TRUE;FALSE;NA;NA
"RT @quant_network: What is Overledger? 
The first Blockchain operating system that facilitates the development of multi-chain applications.…";FALSE;0;NA;2018-04-10 13:03:53;FALSE;NA;"983692041895882752";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"saltymortonb";15;TRUE;FALSE;NA;NA
"RT @AitheonOfficial: If you need help with any specialized vehicle, #Aitheon pilots are available 24/7 to assist you! They will also earn #…";FALSE;0;NA;2018-04-10 13:03:53;FALSE;NA;"983692041027768320";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"minimumMaxx";423;TRUE;FALSE;NA;NA
"RT @EuropeanCryptoB: The second bullish wave is on it's way, join us for the ICO 
https://t.co/qZyV47Kv3B
#europeanCryptoB #ethereum #Banki…";FALSE;0;NA;2018-04-10 13:03:53;FALSE;NA;"983692040767725569";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"prince_sage";477;TRUE;FALSE;NA;NA
"RT @jblefevre60: 2018 #CyberSecurity Top 5 Predictions  

#IoT #infosec #blockchain #GDPR #mobile #Security #innovation #ddos #Ransomware @…";FALSE;0;NA;2018-04-10 13:03:52;FALSE;NA;"983692037361946624";NA;"<a href=\"https://twitter.com/zippylab\" rel=\"nofollow\">Zippylab4</a>";"zippylab";35;TRUE;FALSE;NA;NA
"RT @bethereumteam: The next #Telegram voting match will be #baseball! <U+26BE><U+FE0F>
What league should we pick the match from?
#Crypto #Blockchain #ML…";FALSE;0;NA;2018-04-10 13:03:52;FALSE;NA;"983692036946714624";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"DanielleCrisos6";2409;TRUE;FALSE;NA;NA
"Platform @Sint_global is fully based on the blockchain technology. It was created by a team of experienced develope… https://t.co/B8puxT2Jmz";FALSE;1;NA;2018-04-10 13:03:51;TRUE;NA;"983692033054261251";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"arul_daroy";0;FALSE;FALSE;NA;NA
"RT @ProducToken: On your Starting Blocks : Prod Tokens 24 hour Flash Sale! https://t.co/RVwxco5tkY #digitalday18 #crypto #cryptocurrency #b…";FALSE;0;NA;2018-04-10 13:03:51;FALSE;NA;"983692032584581120";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"vakaschg";84;TRUE;FALSE;NA;NA
"RT @EuropeanCryptoB: The second bullish wave is on it's way, join us for the ICO 
https://t.co/qZyV47Kv3B
#europeanCryptoB #ethereum #Banki…";FALSE;0;NA;2018-04-10 13:03:50;FALSE;NA;"983692029829017601";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Gralgor";477;TRUE;FALSE;NA;NA
"RT @InvestInBrokers: Get ready! Seed sale 04/04/2018!

#seed #Blockchain #token #tokensale #presale #altcoins #ethereum https://t.co/0Oe5BH…";FALSE;0;NA;2018-04-10 13:03:50;FALSE;NA;"983692029384310786";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"sweat16s";1576;TRUE;FALSE;NA;NA
"RT @AitheonOfficial: We want to train pilots for self-driving vehicles to help AI overcome obstacles that have never been encountered befor…";FALSE;0;NA;2018-04-10 13:03:49;FALSE;NA;"983692026335125504";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"minimumMaxx";493;TRUE;FALSE;NA;NA
"RT @sancojofficial: Another milestone reached
https://t.co/589zwE5wPR
Sancoj [SANC] ICO rating is 4.6 out of 5.0, reviews, whitepaper, toke…";FALSE;0;NA;2018-04-10 13:03:49;FALSE;NA;"983692022820335618";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"AmazonRed2";222;TRUE;FALSE;NA;NA
"RT @ZPER_team: Quiz Event #5 <ed><U+00A0><U+00BD><ed><U+00B3><U+00A2>

Many people around are highly expecting #ZPER would be soon listed at various exchanges. Then, what its 1st…";FALSE;0;NA;2018-04-10 13:03:48;FALSE;NA;"983692021926940672";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"ashipka99";73;TRUE;FALSE;NA;NA
"RT @tendswiss: Get access to exclusive assets which are out of sight and reach today, thanks to their tokenization on TEND's platform. Own…";FALSE;0;NA;2018-04-10 13:03:47;FALSE;NA;"983692018491842561";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"emulockers";197;TRUE;FALSE;NA;NA
"RT @syscoin: Join us for the First Official Vancouver @Syscoin #Meetup! #Drinks &amp; #Canapés will be served along with music &amp; great conversa…";FALSE;0;NA;2018-04-10 13:03:47;FALSE;NA;"983692018084802562";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"pulcneliosi1970";454;TRUE;FALSE;NA;NA
"RT @bethereumteam: We haven't even started promoting our Instagram, and we already have 1500 followers! Building strong channels across all…";FALSE;0;NA;2018-04-10 13:03:46;FALSE;NA;"983692010732302336";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"DanielleCrisos6";2593;TRUE;FALSE;NA;NA
"RT @Alt_Estate: We at @Alt_Estate are working on our #blockchain protocol and we assume it'll be released in Q2 2019. For more details, fin…";FALSE;0;NA;2018-04-10 13:03:45;FALSE;NA;"983692009784467457";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"policeoo";2474;TRUE;FALSE;NA;NA
"RT @b57993395: @MalcolmLerider @NEO_Blockchain As of now we moved ahead, see ya all soon between 12th-15th April.

Regards";FALSE;0;NA;2018-04-10 13:03:45;FALSE;NA;"983692007930507264";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"ErtertTret45";26;TRUE;FALSE;NA;NA
"RT @tihosay: <ed><U+00A0><U+00BD><ed><U+00BA><U+0080> Starts in 4 days.. Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Register now: https://t.co/gS31OE4gss

#ti…";FALSE;0;NA;2018-04-10 13:03:44;FALSE;NA;"983692005543833601";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"wafflecelebrate";54;TRUE;FALSE;NA;NA
"RT @OlgaFeldmeier: Exciting news out of the @dgt_switzerland challenge-- \"#Proxeus and #technology company #IBM #Switzerland have shown how…";FALSE;0;NA;2018-04-10 13:03:44;FALSE;NA;"983692005053255680";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"eggwhisk";8;TRUE;FALSE;NA;NA
"Are we #Blockchain-ready? A look at the new kid on the Irish technology block, and a recent study from @NUIGCairnes… https://t.co/3ZRrPuQYJg";FALSE;0;"edmatters";2018-04-10 13:03:44;TRUE;"983690332880691200";"983692003060875266";"29234040";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"edmatters";0;FALSE;FALSE;NA;NA
"RT @bloknetwork: Blok's Claire sits down with a global photographer, Vaida, https://t.co/lgXt6kT3kc
Blok has been busy researching the tria…";FALSE;0;NA;2018-04-10 13:03:44;FALSE;NA;"983692002717036544";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"aboxanorb";20;TRUE;FALSE;NA;NA
"RT @tPmi51LXdTtkMLS: $1.6 Billion Chinese Fund Launches in Support of Blockchain 

https://t.co/c6veh0H5gb";FALSE;0;NA;2018-04-10 13:03:44;FALSE;NA;"983692001995644930";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"ThomasW54819842";10;TRUE;FALSE;NA;NA
"RT @bloknetwork: Blok's Claire sits down with a global photographer, Vaida, https://t.co/lgXt6kT3kc
Blok has been busy researching the tria…";FALSE;0;NA;2018-04-10 13:03:44;FALSE;NA;"983692001848807424";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"4248cVetJRTWvtt";20;TRUE;FALSE;NA;NA
"RT @SimplyVitalHQ: Watch our CEO @kkuzmesk talk about all things #blockchain and #healthIT. Big thanks to @realCoinCrunch for such a wonder…";FALSE;0;NA;2018-04-10 13:03:43;FALSE;NA;"983691998833000448";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"holmiumworrisom";416;TRUE;FALSE;NA;NA
"Bithumb Continues Expansion with New Social Media Payment Platform | Finance Magnates https://t.co/9xKXSzIrSX

Join… https://t.co/KoTsZkA5Jg";FALSE;0;NA;2018-04-10 13:03:43;TRUE;NA;"983691998191325184";NA;"<a href=\"http://www.crowdfireapp.com\" rel=\"nofollow\">Crowdfire - Go Big</a>";"blockchainfiend";0;FALSE;FALSE;NA;NA
"RT @bethereumteam: Our #communities are almost at 6-digit numbers! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AC>
Join them: https://t.co/n5XxTqJJSL
#Crypto #cryptocurrency #ICO #preIC…";FALSE;0;NA;2018-04-10 13:03:43;FALSE;NA;"983691997654401024";NA;"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"irfansnald";1044;TRUE;FALSE;NA;NA
"RT @bethereumteam: Our co-founder #networking with visitors of our first #Bethereum meet-up.
#presale #Crypto #cryptocurrency #blockchain #…";FALSE;0;NA;2018-04-10 13:03:42;FALSE;NA;"983691997507653632";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"DanielleCrisos6";2501;TRUE;FALSE;NA;NA
"RT @sancojofficial: Follow @sancojofficial on Instagram and earn free SANC tokens now.
#crypto #blockchain #ethereum #ICO #sancoj";FALSE;0;NA;2018-04-10 13:03:42;FALSE;NA;"983691997025390592";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"AmazonRed2";23;TRUE;FALSE;NA;NA
"RT @AiSaifu: <ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> Saifu ICO Update: 1,382 BTC contributed, 21 days remaining!
Buy tokens now ==&gt; https://t.co/jHM15jxyb6
#ICO #ICOs #Initial…";FALSE;0;NA;2018-04-10 13:03:42;FALSE;NA;"983691994680774656";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"MaximZhidkih";177;TRUE;FALSE;NA;NA
"#FixyNetwork The #fixy Network brings together customers and retailers who are interested in using cryptocurrency f… https://t.co/WaqaBTazp9";FALSE;0;NA;2018-04-10 13:03:42;TRUE;NA;"983691994085117953";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"Dmitrii6851";0;FALSE;FALSE;NA;NA
"RT @ricburton: Great dapps should be amazing *because* they are running on a blockchain, not *despite* it.

If your project is \"X + blockch…";FALSE;0;NA;2018-04-10 13:03:41;FALSE;NA;"983691991245557760";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"Crypticomo";13;TRUE;FALSE;NA;NA
"RT @BTF_PROJECT: Hi Everyone! 

Good news are keep coming from South Korea!

https://t.co/BRYcTYKzNE

#BITRUST #Crypto #ICO #Insurance #Eth…";FALSE;0;NA;2018-04-10 13:03:41;FALSE;NA;"983691990998142977";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Mimesis_V";2717;TRUE;FALSE;NA;NA
